구분,가게이름,카테코리(대),카테고리(중),주소,link,caption,lat,lon,benefit
51,CHOP헤어 건대로데오점,미용,미용실,서울특별시 광진구 자양동 5-13 로데오프라자 1층 CHOP헤어,https://www.instagram.com/alliance.student.konkuk/p/DGx1i__Phjc/,[건국대학교 총학생회 그린 X chop헤어 건대로데오점],37.53964609,127.0690294,"총액의 10% 할인, 네이버 예약 시 15% 할인, 포토리뷰 시 20%까지 할인(커트 및 부분 시술 제외)"
52,심쿵피어싱,미용,패션잡화,서울 광진구 능동로 141 1층 심쿵피어싱,https://www.instagram.com/p/DGx1y2Cvoju/?img_index=1,[건국대학교 총학생회 그린 X 심쿵피어싱],37.54341717,127.0719932,"시술비 1000원 할인, 피어싱 5개 이상 구매 시 한 개 더 증정(8000원 이하)"
53,바이진헤어 건대1호점,미용,미용실,"서울 광진구 동일로22길 117-5 1,2층",https://www.instagram.com/p/DGx1_8cvkus/?img_index=1,[건국대학교 총학생회 그린 X 바이진 1호점],37.54091517,127.0705245,"커트 포함 모든 시술 5% 할인 (네이버 리뷰 필수) (25학번 신입생 첫 방문 시 시술 30%, 커트 5% 할인)"
54,쭈꾸미도사 건대점,음식점,주꾸미요리,서울특별시 광진구 화양동 7-38 1층 쭈꾸미도사,https://www.instagram.com/alliance.student.konkuk/p/DMaWpzavvRv/,[건국대학교 총학생회 그린 X 쭈꾸미도사 건대점],37.54097081,127.0692289,"총액의 5% 할인, 50,000원 이상 결제 시 10% 할인"
55,스시붐,음식점,"초밥,롤",서울특별시 광진구 군자동 371-4,https://www.instagram.com/alliance.student.konkuk/p/DNa0Iphv8g5/,[건국대학교 총학생회 그린 X 스시붐],37.54841111,127.072765,총액의 10% 할인
56,천향마라탕,음식점,중식당,서울특별시 광진구 자양동 9-29,https://www.instagram.com/alliance.student.konkuk/p/DHx4XPRvbwX/,[건국대학교 총학생회 그린 X 천향마라탕],37.53992091,127.0672968,"1. 마라탕만 10% 할인(사리, 고기 추가 제외)
2. 4인 이상 방문 시 옥시바삭, 꿔바로우(소) 중 택1 제공
3. 4인 미만 방문 시 탄산음료 1캔 제공"
57,빕스 어린이대공원점,음식점,패밀리레스토랑,서울특별시 광진구 화양동 527 KCC파크타운 2층,https://www.instagram.com/alliance.student.konkuk/p/DHsGxD7PCJh/,[건국대학교 총학생회 그린 X 빕스 어린이대공원점],37.54658274,127.0750378,"1. 총 금액의 20% 할인 (30만원 한도 내)
2. 2인당 에이드 1잔 제공"
58,상상카츠 건대점,음식점,돈가스,서울특별시 광진구 화양동 3-43 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoIuKBT1Fw/,[건국대학교 총학생회 그린 X 상상카츠 건대점],37.54264431,127.0713738,"14~16시 방문 시, 음료수 제공"
59,건대 장터국밥,음식점,한식,서울특별시 광진구 화양동 12-42 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoK92Pz6zT/,[건국대학교 총학생회 그린 X 건대 장터국밥],37.54418383,127.0700473,2인 이상 방문 시 1000원 할인
60,건대냉면만두국밥,음식점,한식,서울특별시 광진구 화양동 34-2 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoK8dRTL9l/,[건국대학교 총학생회 그린 X 건대냉면만두국밥],37.54384316,127.069446,1인당 만두 1개 서비스 제공
61,건대사시미,음식점,생선회,서울특별시 광진구 화양동 8-92,https://www.instagram.com/alliance.student.konkuk/p/DGoK5B-z_ZG/,[건국대학교 총학생회 그린 X 건대사시미],37.54139603,127.0702292,"소주 1병 서비스, 10만원 이상 결제 시 5% 할인(소주 중복 불가, 금,토 공휴일 전날 제외)"
62,고씨네 건국대점,음식점,카레,서울특별시 광진구 화양동 3-42 2층,https://www.instagram.com/alliance.student.konkuk/p/DGoK4W6z2yy/,[건국대학교 총학생회 그린 X 고씨네 건국대점],37.5425373,127.0714645,"고로케 1개, 닭튀김 1개 제공"
63,기절초풍물닭갈비 자양점,음식점,닭요리,서울특별시 광진구 자양동 617-25 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoK1j9TSZC/,[건국대학교 총학생회 그린 X 기절초풍물닭갈비 자양점],37.53300896,127.0801672,라면사리 또는 음료 서비스 제공
64,노모어피자 구의점,음식점,피자,서울특별시 광진구 자양동 765-8 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoKz9yTE_5/,[건국대학교 총학생회 그린 X 노모어피자 구의점],37.54094946,127.0833134,"전화 주문, 방문 포장 시 총액의 10% 할인, 4판 이상 주문 시 음료 1.25L 1개 서비스 제공"
65,돈조은날삼겹살,음식점,고기구이,서울특별시 광진구 화양동 496-10,https://www.instagram.com/alliance.student.konkuk/p/DGoKhJVT8Zn/,[건국대학교 총학생회 그린 X 돈조은날삼겹살],37.54597736,127.0760133,주류 10% 할인
66,돕감자탕전문점,음식점,감자탕,서울특별시 광진구 화양동 9-22,https://www.instagram.com/alliance.student.konkuk/p/DGoKgmfz3_3/,[건국대학교 총학생회 그린 X 돕감자탕전문점],37.54148282,127.0692729,"2인당 음료 1병 / 4인당 음료 2병 제공, 주류 1병 제공 중 택 1"
67,드로잉레시피,음식점,양식,서울특별시 광진구 자양동 533-4 드로잉레시피,https://www.instagram.com/alliance.student.konkuk/p/DGoKdmKTQ1Z/,[건국대학교 총학생회 그린 X 드로잉레시피],37.53702302,127.0700897,"당일 생일자 방문 시 리유니트 스파클링 와인 4종류 중 택 1 제공, 매장 방문 1인 1메뉴 (피자, 파스타) 주문 시 총액의 5% 할인 (음료, 주류 제외)"
68,로니로티 건대점,음식점,양식,서울특별시 광진구 화양동 7-44 단산화빌딩,https://www.instagram.com/alliance.student.konkuk/p/DGoKcLnTKl_/,[건국대학교 총학생회 그린 X 로니로티 건대점],37.54095945,127.0684687,"에이드 1회 제공 2인 1잔, 3~4인 2잔, 에이드 이후 탄산 종류 상관없이 무한리필"
69,만원수산 건대점,음식점,생선회,서울특별시 광진구 화양동 9-76 101호 1층 만원수산,https://www.instagram.com/alliance.student.konkuk/p/DGoKXivz7g6/,[건국대학교 총학생회 그린 X 만원수산 건대점],37.54225783,127.0696338,소주 1병당 1천원 할인
70,메이빌 본점,음식점,양식,서울특별시 광진구 화양동 48-25 B1F,https://www.instagram.com/alliance.student.konkuk/p/DGoKWMEz5iu/,[건국대학교 총학생회 그린 X 메이빌 본점],37.54131808,127.0680946,"케이준 치킨 샐러드, 탄산음료 중 택 1 제공"
71,명봉양꼬치 건대본점,음식점,양꼬치,서울특별시 광진구 자양동 4-1,https://www.instagram.com/alliance.student.konkuk/p/DGoKRy6zq-S/,[건국대학교 총학생회 그린 X 명봉양꼬치 건대본점],37.53811353,127.068658,"테이블 당 음료수 1개, 고려촌 컵술 100ml (바이주) 1개 중 택 1 제공"
72,사잇집,음식점,한식,서울특별시 광진구 화양동 487-2,https://www.instagram.com/alliance.student.konkuk/p/DGoJBFYziTA/,[건국대학교 총학생회 그린 X 사잇집],37.54560508,127.0769764,"2인 3메뉴 주문 시 음료 1개, 3인 5메뉴 주문 시 물만두 1개, 4인 6메뉴 주문 시 음료 1개 + 물만두 1개"
73,새마을식당 건대점,음식점,고기구이,서울특별시 광진구 화양동 47-77 1층 새마을식당,https://www.instagram.com/alliance.student.konkuk/p/DGoCVgsTTOg/,[건국대학교 총학생회 그린 X 새마을 식당 건대점],37.54158156,127.0680408,"2인당 음료수 1개, 4인당 음료수 2개 제공"
74,소문난닭칼국수닭곰탕,음식점,닭요리,서울특별시 광진구 화양동 515,https://www.instagram.com/alliance.student.konkuk/p/DGoCThIT4qP/,[건국대학교 총학생회 그린 X 소문난닭칼국수닭곰탕],37.54507099,127.0756791,2인당 음료수 1개 제공
75,시옌,음식점,중식당,서울특별시 광진구 화양동 3-14,https://www.instagram.com/alliance.student.konkuk/p/DGoCSVaTOAY/,[건국대학교 총학생회 그린 X 시옌],37.54340005,127.0717044,코스와 세트메뉴를 제외한 모든 메뉴 10% 할인
76,신사소곱창 건대점,음식점,"곱창,막창,양",서울특별시 광진구 화양동 10-8 1층 신사소곱창 건대점,https://www.instagram.com/alliance.student.konkuk/p/DGoCKdkzguw/,[건국대학교 총학생회 그린 X 신사소곱창 건대점],37.5427583,127.0699857,"볶음밥, 멸치국수, 감자와 떡사리 중 택 1 제공"
77,양밍위 황먼지 미판 건대본점,음식점,중식당,서울특별시 광진구 화양동 34-48 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoCHKezaHC/,[건국대학교 총학생회 그린 X 양밍위 황먼지 미판 건대본점/바텀스업],37.54308302,127.0687731,"음료 제공 1인당 (2천원), 총액의 10% 할인 중 택 1 제공"
78,언더다이닝 건대본점,음식점,양식,서울특별시 광진구 자양동 9-3 지하1층,https://www.instagram.com/alliance.student.konkuk/p/DGoCFnbTCRJ/,[건국대학교 총학생회 그린 X 언더다이닝 건대본점],37.5403755,127.0670699,총액의 10% 할인
79,얼라이브도우,음식점,피자,서울특별시 광진구 자양동 225-38 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoB_ARTNjF/,[건국대학교 총학생회 그린 X 얼라이브도우],37.53865361,127.0772277,"테이블 당 탄산음료 1개, 생맥주 1잔 중 택 1 제공"
80,연탄불꿀곱창,음식점,"곱창,막창,양",서울특별시 광진구 자양동 226-38 동화빌딩,https://www.instagram.com/alliance.student.konkuk/p/DGoB9sRTuIk/,[건국대학교 총학생회 그린 X 연탄불꿀곱창],37.53839255,127.0768761,4인 기준 음료 1캔 제공
81,열불날개 건대본점,음식점,닭요리,서울특별시 광진구 화양동 9-2 1층 열불날개 본점,https://www.instagram.com/alliance.student.konkuk/p/DGoB7FhTPRl/,[건국대학교 총학생회 그린 X 열불날개 건대본점],37.54250798,127.0697221,"평일(월~목) 17시 ~ 마감 시까지 테이블 당 주먹밥, 계란찜 서비스 중 택 1 (매장 내 자체 이벤트와 중복 불가)"
82,원조자양감자탕,음식점,감자탕,서울특별시 광진구 자양동 224-23,https://www.instagram.com/alliance.student.konkuk/p/DGoBy5lzCvL/,[건국대학교 총학생회 그린 X 원조자양감자탕],37.5382657,127.0774084,3인분 이상 주문시 음료수 서비스 제공
83,육회한연어 건대점,음식점,일식당,서울특별시 광진구 화양동 49-13,https://www.instagram.com/alliance.student.konkuk/p/DGoBwFSzoll/,[건국대학교 총학생회 그린 X 육회한연어 건대점],37.54187791,127.0664526,"총액의 5% 할인, 10만원 이상 시 10% 할인"
84,이항아,음식점,한식,서울특별시 광진구 화양동 119-5 1층 이항아,https://www.instagram.com/alliance.student.konkuk/p/DGoBufSzWFG/,[건국대학교 총학생회 그린 X 이항아],37.54754384,127.0706452,3만원 이상 주문 시 음료수 제공 (4인 이상 방문 시 2개 제공)
85,재희네식당,음식점,한식,서울특별시 광진구 화양동 15-6,https://www.instagram.com/alliance.student.konkuk/p/DGoBrn6TvPP/,[건국대학교 총학생회 그린 X 재희네식당],37.54515585,127.0709142,총액에서 500원 할인
86,정직유부 건대점,음식점,분식,서울특별시 광진구 화양동 3-33 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoBpi7T-bc/,[건국대학교 총학생회 그린 X 정직유부 건대점],37.54295021,127.0716572,테이블 당 탄산음료(190ml) 1개 제공
87,주먹구구,음식점,고기구이,서울특별시 광진구 화양동 111-72,https://www.instagram.com/alliance.student.konkuk/p/DGoBoCMzvyF/,[건국대학교 총학생회 그린 X 주먹구구],37.54696406,127.0744422,"4인 이상 테이블 기준 3만원 이상 결제 시 음료, 된장찌개 중 택 1 제공"
88,쪽갈비,음식점,고기구이,서울특별시 광진구 화양동 207,https://www.instagram.com/alliance.student.konkuk/p/DGoBls5zwYM/,[건국대학교 총학생회 그린 X 쪽갈비],37.54721067,127.0728339,4인 테이블 시 음료 1개 제공
89,최신족발,음식점,"족발,보쌈",서울특별시 광진구 화양동 34-3,https://www.instagram.com/alliance.student.konkuk/p/DGoBfi8zmlj/,[건국대학교 총학생회 그린 X 최신족발],37.54362886,127.0693523,2인당 음료 한 캔 제공
90,코코도리,음식점,일식당,서울특별시 광진구 화양동 487-2 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoBdZQT6V-/,[건국대학교 총학생회 그린 X 코코도리],37.54560508,127.0769764,"2인 3메뉴 주문 시 음료 1개, 3인 5메뉴 주문 시 음료 1개 + 고로케 1개, 4인 6메뉴 주문 시 음료 2개"
91,타이 인 플레이트,음식점,태국음식,서울특별시 광진구 화양동 507-6 103호 타이 인 플레이트,https://www.instagram.com/alliance.student.konkuk/p/DGoBbzLzawP/,[건국대학교 총학생회 그린 X 타이 인 플레이트],37.54560441,127.0766076,"2인 3메뉴 주문 시 음료 1개, 3인 5메뉴 주문 시 음료 500ml 1개, 4인 6메뉴 주문 시 음료 2개"
92,탄토탄토,음식점,양식,서울특별시 광진구 화양동 11-7 2층,https://www.instagram.com/alliance.student.konkuk/p/DGoBaP1zgLh/,[건국대학교 총학생회 그린 X 탄토탄토],37.54251919,127.070725,평일 점심 20% 할인
93,통큰솥뚜껑닭볶음탕 건대점,음식점,한식,서울특별시 광진구 화양동 9-80 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoBOegzX_2/,[건국대학교 총학생회 그린 X 통큰솥뚜껑닭볶음탕 건대점],37.54211593,127.0696192,모든 인원이 학생증 지참 시 10% 할인
94,트라타 건국대점,음식점,"멕시코,남미음식",서울특별시 광진구 자양동 226-6 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoBLGazDCU/,[건국대학교 총학생회 그린 X 트라타 건국대점],37.53855884,127.0762338,"총액의 15% 할인(주류 제외, 영수증 리뷰 필수)"
95,푸라닭 화양점,음식점,"치킨,닭강정",서울특별시 광진구 화양동 18-26 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoBFVLz_-x/,[건국대학교 총학생회 그린 X 푸라닭 화양점],37.54756906,127.0702094,"2인 1메뉴 주문 시 치즈볼 2개, 맥주 2+1, 소주 천원 할인 중 택 1 제공"
96,푸로운,음식점,식료품,서울특별시 광진구 화양동 1 건국대학교 기술혁신관 603호,https://www.instagram.com/alliance.student.konkuk/p/DGoBBp1T35e/,[건국대학교 총학생회 그린 X 푸로운],37.54254123,127.0737252,온라인 30% 할인 쿠폰 제공
97,한해,음식점,생선회,서울특별시 광진구 화양동 499-1 2층,https://www.instagram.com/alliance.student.konkuk/p/DGoA8CYT_q2/,[건국대학교 총학생회 그린 X 한해],37.54652954,127.0755229,"총액의 10% 할인 (단, 할인이 적용된 메뉴 및 주류·음료 제외)"
98,홍콩,음식점,중식당,서울특별시 광진구 화양동 428-1,https://www.instagram.com/alliance.student.konkuk/p/DGn39jgP-Z_/,[건국대학교 총학생회 그린 X 홍콩포차],37.54522607,127.0767663,4인 이상 방문 후 1인당 1메뉴 주문 시 군만두 서비스
99,겨울나그네레스토랑,음식점,돈가스,서울특별시 광진구 화양동 2-47 2-47 겨울나그네 지하,https://www.instagram.com/alliance.student.konkuk/p/DGn_nLNz2WX/,[건국대학교 총학생회 그린 X 겨울나그네레스토랑],37.54411536,127.0721334,1만 5천원 이상 안주 3개 주문 시 1만원 이하 안주 1개 제공
100,핵밥 건대본점,음식점,덮밥,서울 광진구 능동로 127 2층,https://www.instagram.com/p/DGoA2LRTOkT/?utm_source=ig_web_copy_link&igsh=MXBianhjN3ZidnEyeA==,[건국대학교 총학생회 그린 X 핵밥 건대점],37.54227126,127.0714247,2인당 음료 한 캔 제공
101,백삼호 자양본점,음식점,고기구이,서울 광진구 아차산로 312 1층 103호,https://www.instagram.com/p/DGoKGqjzH8Z/?utm_source=ig_web_copy_link&igsh=MWRydzE3MGRjM3lodg==,[건국대학교 총학생회 그린 X 백삼호],37.5377682,127.0773562,"총액의 5% 할인, 영수증 리뷰 시 음료수 서비스 제공"
102,믿소사 뼈구이,음식점,요리주점,서울 광진구 아차산로31길 54 1층 믿소사,https://www.instagram.com/p/DGoKKwFzPpo/?utm_source=ig_web_copy_link&igsh=bjQ4NGI3bTVyZmIw,[건국대학교 총학생회 그린 X 믿소사],37.54325086,127.0704757,한상 차림 비용에서 10% 할인 (무제한 주류 제외)
103,간장삼겹살 동방생고기 건대,음식점,고기구이,서울 광진구 아차산로31길 28 2층,https://www.instagram.com/p/DGoLL0oTjVS/?utm_source=ig_web_copy_link&igsh=OTBqdHl5c3QxaDI=,[건국대학교 총학생회 그린 X 간장삼겹살 동방생고기 건대],37.5421492,127.0698849,"4인 테이블 기준 주류, 음료 중 택 1 제"
104,미미타코야끼&카페,음식점,타코야끼,서울 광진구 광나루로24길 29 1층,https://www.instagram.com/p/DHsG0vTvwg6/?utm_source=ig_web_copy_link&igsh=eXhrenR5YjZyeTdt,[건국대학교 총학생회 그린 X 미미타코야끼&카페],37.54523912,127.0767861,"14알부터 반반 메뉴 가능, 추가요금 500원-> 8알부터 반반메뉴 가능, 추가요금 없음, 건대인의 세트메뉴 2가지 이상 구성(기존 단품 대비 10-20퍼센트 할인)"
105,묵찌빠 하우스,음식점,고기구이,서울 광진구 아차산로 31길 20-3 반지층,https://www.instagram.com/p/DNzwNEwXgf4/?utm_source=ig_web_copy_link&igsh=MWd5cGtjODVlZ3Vzaw==,[건국대학교 총학생회 그린 X 묵찌빠하우스],37.54186954,127.0698654,"2-3인 방문 시 음료수 1병 또는 삼겹살 100g 제공, 4인 방문 시 소주 1병 또는 삼겹살 200g 제공"
106,소문난숯불막창 건대본점,음식점,"곱창,막창,양",서울 광진구 동일로24길 79 1층,https://www.instagram.com/p/DODMC9zD3bR/?utm_source=ig_web_copy_link&igsh=MTFweGoxcmJ4cXhtMA==,[건국대학교 총학생회 그린 X 소문난숯불막창 건대본점],37.54279847,127.0694096,"1. 총액의 5% 할인
2. 치즈계란찜 1회 제공"
107,DY HOUSE 군자,의류/주거,"쉐어하우스,하숙",서울특별시 광진구 군자동 48-35 3층 ~ 6층(다락층),https://www.instagram.com/alliance.student.konkuk/p/DNiOzMgPPph/,[건국대학교 총학생회 그린 X DY house 군자],37.55503813,127.0752088,"1. 중개수수료 면제
2. 1년 계약 시 15일 렌트프리 제공
3. 매월 커피 쿠폰 10매 제공
4. 6개월 계약 시 유료 라커룸 1개월 제공"
108,동네친구쉐어하우스,의류/주거,"쉐어하우스,하숙",서울특별시 광진구 화양동 33-34 2층 101호,https://www.instagram.com/alliance.student.konkuk/p/DGoNIm4TmQH/,[건국대학교 총학생회 그린 X 동네친구 쉐어하우스],37.54486524,127.0688551,6개월 계약 시 5% 가격 할인 (공실 현황에 따라 이벤트 적용이 어려울 수 있습니다.)
109,리뉴드 성수,의류/주거,구제의류,서울특별시 성동구 성수동2가 275-26 1층,https://www.instagram.com/alliance.student.konkuk/p/DGoNGpuTuSZ/,[건국대학교 총학생회 그린 X 리뉴드 성수],37.54486524,127.0688551,총액의 20% 할인
110,리버클래시 롯데백화점 건대스타시티점,의류/주거,남성정장,서울특별시 광진구 자양동 227-342 6층,https://www.instagram.com/alliance.student.konkuk/p/DGoNEGBz3xT/,[건국대학교 총학생회 그린 X 리버클래시 롯데백화점 건대스타시티점],37.53878862,127.0711367,총액의 추가 10% 할인 (수선비 별도)
